City,State,Lat,Lng,Date,MannerOfDeath,Armed,Age,Gender,Race,MentalIllness,ThreatLevel,Flee,BodyCamera,StateName,Year
Covington,LA,30.47549,-90.10042,2016-03-19,shot,undetermined,24,Male,"White, non-Hispanic",False,undetermined,Car,False,Louisiana,2016
Chicago,IL,41.85003,-87.65005,2016-03-19,shot,gun,21,Male,"Black, non-Hispanic",False,attack,Foot,False,Illinois,2016
White Plains,KY,37.18366,-87.38361,2016-03-19,shot,gun,23,Male,"White, non-Hispanic",False,attack,Other,False,Kentucky,2016
Hopewell,VA,37.30432,-77.2872,2016-03-20,shot,knife,61,Male,"White, non-Hispanic",True,other,Not fleeing,True,Virginia,2016
Fort Littleton,PA,40.06286,-77.96361,2016-03-20,shot,gun,54,Male,"White, non-Hispanic",False,attack,Other,False,Pennsylvania,2016
Fort Wayne,IN,41.1306,-85.12886,2016-03-20,shot,gun,62,Male,Hispanic,False,attack,Foot,False,Indiana,2016
Gainesville,FL,29.65163,-82.32483,2016-03-20,shot,toy weapon,16,Male,"Black, non-Hispanic",True,other,Not fleeing,False,Florida,2016
Burlington,VT,44.47588,-73.21207,2016-03-21,shot and Tasered,knife,76,Male,"White, non-Hispanic",True,other,Not fleeing,True,Vermont,2016
Stamford,CT,41.05343,-73.53873,2016-03-21,shot,toy weapon,25,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Connecticut,2016
South Greensburg,PA,40.2784,-79.54476,2016-03-21,shot,gun,28,Male,"White, non-Hispanic",True,attack,Car,False,Pennsylvania,2016
Miami,FL,25.77427,-80.19366,2016-03-22,shot,pick-axe,25,Male,Hispanic,True,other,Not fleeing,False,Florida,2016
Fredericksburg,VA,38.30318,-77.46054,2016-03-22,shot,vehicle,33,Male,"White, non-Hispanic",False,attack,Other,True,Virginia,2016
Thornton,CO,39.86804,-104.97192,2016-03-23,shot,gun,51,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Colorado,2016
Fresno,CA,36.74773,-119.77237,2016-03-23,shot,gun,34,Male,Hispanic,False,attack,Foot,True,California,2016
Raleigh,TN,35.20592,-89.9137,2016-03-23,shot,gun,30,Male,"Black, non-Hispanic",True,attack,Not fleeing,False,Tennessee,2016
Braintree,MA,42.22232,-70.99949,2016-03-24,shot,knife,44,Male,"White, non-Hispanic",False,other,Foot,False,Massachusetts,2016
Pawtucket,RI,41.87871,-71.38256,2016-03-24,shot,toy weapon,24,Male,"Black, non-Hispanic",False,attack,Foot,False,Rhode Island,2016
Redlands,CA,34.05557,-117.18254,2016-03-24,shot,gun,29,Male,"White, non-Hispanic",False,attack,Not fleeing,False,California,2016
Pueblo,CO,38.25445,-104.60914,2016-03-24,shot,gun and knife,48,Male,Hispanic,False,other,Not fleeing,True,Colorado,2016
Blue Springs,MO,39.01695,-94.28161,2016-03-24,shot,gun,22,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Missouri,2016
Lowell,MA,42.63342,-71.31617,2016-03-26,shot,meat cleaver,39,Male,Hispanic,True,other,Not fleeing,False,Massachusetts,2016
Grundy,VA,37.27789,-82.09902,2016-03-26,shot,gun,36,Male,"White, non-Hispanic",True,other,Not fleeing,False,Virginia,2016
Myrtle Beach,SC,33.68906,-78.88669,2016-03-26,shot,gun,55,Male,"White, non-Hispanic",False,attack,Not fleeing,True,South Carolina,2016
Tampa,FL,27.94752,-82.45843,2016-03-26,shot,gun,46,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Florida,2016
Lee's Summit,MO,38.91084,-94.38217,2016-03-27,shot,knife,34,Male,"White, non-Hispanic",True,other,Not fleeing,False,Missouri,2016
Winslow,AZ,35.02419,-110.69736,2016-03-27,shot,scissors,27,Female,Native American,False,other,Not fleeing,True,Arizona,2016
Roswell,NM,33.39437,-104.52491,2016-03-27,shot,gun,33,Male,"White, non-Hispanic",True,attack,Not fleeing,True,New Mexico,2016
Kinston,NC,35.26266,-77.58164,2016-03-27,shot,gun,18,Male,"Black, non-Hispanic",False,other,Not fleeing,False,North Carolina,2016
Splendora,TX,30.23299,-95.16104,2016-03-27,shot,gun,33,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Texas,2016
Clearlake Park,CA,38.96656,-122.6511,2016-03-29,shot and Tasered,flashlight,46,Male,"White, non-Hispanic",False,attack,Not fleeing,True,California,2016
Piedmont,SC,34.70234,-82.46457,2016-03-29,shot,gun,51,Male,"White, non-Hispanic",True,attack,Not fleeing,False,South Carolina,2016
Aitkin,MN,46.53301,-93.71025,2016-03-29,shot,gun,50,Female,"White, non-Hispanic",True,attack,Not fleeing,False,Minnesota,2016
Los Angeles,CA,34.05223,-118.24368,2016-03-30,shot,gun,33,Male,"White, non-Hispanic",False,attack,Foot,False,California,2016
Glendale,AZ,33.53865,-112.18599,2016-03-30,shot,gun,25,Male,Hispanic,False,undetermined,Not fleeing,False,Arizona,2016
Jackson,GA,33.29457,-83.96602,2016-03-30,shot,gun,52,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Georgia,2016
Las Vegas,NV,36.17497,-115.13722,2016-03-31,shot,gun,31,Male,"Black, non-Hispanic",False,attack,Foot,True,Nevada,2016
Baltimore,MD,39.29038,-76.61219,2016-03-31,shot,gun,18,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Maryland,2016
Baltimore,MD,39.29038,-76.61219,2016-03-31,shot,gun,43,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Maryland,2016
Richmond,VA,37.55376,-77.46026,2016-03-31,shot,gun,34,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Virginia,2016
Lockhart,TX,29.88494,-97.67,2016-04-01,shot,shovel,65,Male,Hispanic,True,undetermined,Not fleeing,False,Texas,2016
Odessa,TX,31.84568,-102.36764,2016-04-01,shot,gun,37,Male,Hispanic,False,attack,Not fleeing,False,Texas,2016
Indianapolis,IN,39.76838,-86.15804,2016-04-02,shot,gun,30,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Indiana,2016
Raceland,LA,29.72743,-90.59898,2016-04-03,shot,undetermined,48,Male,"White, non-Hispanic",False,undetermined,Unknown,False,Louisiana,2016
Austin,TX,30.26715,-97.74306,2016-04-03,shot,gun,25,Male,"White, non-Hispanic",False,attack,Foot,False,Texas,2016
Eau Claire,WI,44.81135,-91.49849,2016-04-03,shot,Taser,69,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Wisconsin,2016
Minneapolis,MN,44.97997,-93.26384,2016-04-04,shot,knife,50,Male,Hispanic,True,attack,Not fleeing,False,Minnesota,2016
West Springfield,MA,42.10704,-72.62037,2016-04-05,shot,knife,52,Male,"White, non-Hispanic",True,other,Not fleeing,False,Massachusetts,2016
Indianapolis,IN,39.76838,-86.15804,2016-04-05,shot,unarmed,44,Male,"Black, non-Hispanic",False,attack,Not fleeing,True,Indiana,2016
Oak Hill,OH,40.41423,-82.24099,2016-04-06,shot,ax,60,Male,"White, non-Hispanic",False,other,Not fleeing,False,Ohio,2016
Gallatin,TN,36.38838,-86.44666,2016-04-06,shot,ax,40,Female,"Black, non-Hispanic",False,attack,Not fleeing,True,Tennessee,2016
Sylmar,CA,34.30778,-118.44925,2016-04-06,shot and Tasered,knife,20,Male,Hispanic,True,attack,Not fleeing,False,California,2016
San Francisco,CA,37.77493,-122.41942,2016-04-07,shot,knife,45,Male,Hispanic,False,other,Not fleeing,False,California,2016
Omaha,NE,41.25626,-95.94043,2016-04-07,shot,vehicle,44,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Nebraska,2016
Sacramento,CA,38.58157,-121.4944,2016-04-08,shot,knife,40,Male,"Black, non-Hispanic",True,other,Foot,False,California,2016
Lake Hallie,WI,44.87579,-91.44071,2016-04-08,shot,hatchet,25,Female,"White, non-Hispanic",True,other,Not fleeing,False,Wisconsin,2016
Kentwood,MI,42.86947,-85.64475,2016-04-08,shot,knife,43,Male,"Black, non-Hispanic",False,other,Not fleeing,True,Michigan,2016
New Brunswick,NJ,40.48622,-74.45182,2016-04-09,shot,gun,27,Male,"Black, non-Hispanic",False,attack,Foot,False,New Jersey,2016
Philadelphia,PA,39.95233,-75.16379,2016-04-09,shot,gun,19,Male,"Black, non-Hispanic",False,attack,Foot,False,Pennsylvania,2016
Modesto,CA,37.6391,-120.99688,2016-04-10,shot,gun,39,Male,"White, non-Hispanic",False,other,Car,False,California,2016
Rotterdam,NY,42.78702,-73.97096,2016-04-10,shot,knife,30,Male,"White, non-Hispanic",True,attack,Not fleeing,False,New York,2016
Los Angeles,CA,34.05223,-118.24368,2016-04-10,shot,knife,28,Male,Hispanic,False,attack,Not fleeing,False,California,2016
Las Vegas,NV,36.17497,-115.13722,2016-04-11,shot,gun,22,Male,Hispanic,False,attack,Not fleeing,False,Nevada,2016
Chicago,IL,41.85003,-87.65005,2016-04-11,shot,gun,16,Male,"Black, non-Hispanic",False,attack,Foot,False,Illinois,2016
Denver,CO,39.73915,-104.9847,2016-04-12,shot,unarmed,40,Male,"White, non-Hispanic",False,other,Car,False,Colorado,2016
Benton,IL,37.99672,-88.92007,2016-04-12,shot,gun,38,Male,Hispanic,False,attack,Car,False,Illinois,2016
Noma,FL,30.98213,-85.61854,2016-04-12,shot,vehicle,20,Male,"White, non-Hispanic",False,other,Car,True,Florida,2016
Stockton,CA,37.9577,-121.29078,2016-04-13,shot,undetermined,35,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,California,2016
Llano,TX,30.75935,-98.67504,2016-04-13,shot,gun,52,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Texas,2016
Sparta,TN,35.9259,-85.46414,2016-04-13,shot,gun,26,Male,"White, non-Hispanic",False,attack,Car,False,Tennessee,2016
McPherson,KS,38.37084,-97.66421,2016-04-14,shot and Tasered,unarmed,54,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Kansas,2016
Lake Elsinore,CA,33.66808,-117.32726,2016-04-15,shot,baseball bat,38,Male,Hispanic,False,other,Not fleeing,False,California,2016
Cache,OK,34.62952,-98.62867,2016-04-15,shot,gun,52,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Oklahoma,2016
Muncie,IN,40.19338,-85.38636,2016-04-15,shot,undetermined,26,Male,"White, non-Hispanic",False,attack,Foot,True,Indiana,2016
Antioch,IL,42.47724,-88.09564,2016-04-16,shot,gun,53,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Illinois,2016
Dayton,OH,39.75895,-84.19161,2016-04-17,shot,gun,35,Female,"Black, non-Hispanic",False,other,Car,False,Ohio,2016
El Paso,TX,31.75872,-106.48693,2016-04-17,shot,unarmed,22,Male,"White, non-Hispanic",True,other,Not fleeing,False,Texas,2016
Vineland,NJ,39.48623,-75.02573,2016-04-17,shot,gun,31,Male,"Black, non-Hispanic",False,attack,Foot,False,New Jersey,2016
Troy,NY,42.72841,-73.69179,2016-04-17,shot,vehicle,37,Male,"Black, non-Hispanic",False,attack,Car,False,New York,2016
Greenbelt,MD,39.00455,-76.87553,2016-04-18,shot,gun,28,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Maryland,2016
Mableton,GA,33.81872,-84.58243,2016-04-18,shot,gun,18,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Georgia,2016
Charlotte,NC,35.22709,-80.84313,2016-04-19,shot,gun,41,Male,Asian,True,attack,Not fleeing,False,North Carolina,2016
St. Louis,MO,38.62727,-90.19789,2016-04-19,shot,gun,15,Male,"Black, non-Hispanic",False,attack,Other,False,Missouri,2016
St. Louis,MO,38.62727,-90.19789,2016-04-19,shot,gun,15,Male,"Black, non-Hispanic",False,attack,Other,False,Missouri,2016
Brooksville,AL,34.16204,-86.47554,2016-04-19,shot,gun,38,Male,"White, non-Hispanic",False,attack,Car,False,Alabama,2016
Homestead,FL,25.46872,-80.47756,2016-04-20,shot,gun,41,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Florida,2016
Perryville,AR,35.00481,-92.80267,2016-04-20,shot,unknown weapon,52,Male,"White, non-Hispanic",False,other,Not fleeing,False,Arkansas,2016
Everett,MA,42.40843,-71.05366,2016-04-21,shot,knife,48,Male,Hispanic,False,other,Not fleeing,False,Massachusetts,2016
Austin,TX,30.26715,-97.74306,2016-04-22,shot,knife,29,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Texas,2016
Berne,NY,42.62535,-74.13346,2016-04-22,shot,knife,51,Male,"White, non-Hispanic",True,attack,Not fleeing,False,New York,2016
Fort Pierce,FL,27.44671,-80.32561,2016-04-23,shot,vehicle,21,Male,"Black, non-Hispanic",False,attack,Car,False,Florida,2016
Chandler,AZ,33.30616,-111.84125,2016-04-23,shot,gun,24,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Arizona,2016
Antigo,WI,45.14025,-89.15234,2016-04-23,shot,gun,18,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Wisconsin,2016
Norfolk,VA,36.84681,-76.28522,2016-04-23,shot,gun,30,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Virginia,2016
Fayetteville,AR,36.06258,-94.15743,2016-04-23,shot and Tasered,vehicle,33,Male,"Black, non-Hispanic",False,other,Car,True,Arkansas,2016
East Flat Rock,NC,35.28012,-82.42206,2016-04-25,shot,gun,60,Female,"White, non-Hispanic",True,attack,Not fleeing,False,North Carolina,2016
Lakewood,CO,39.70471,-105.08137,2016-04-26,shot,gun,28,Male,"White, non-Hispanic",False,attack,Foot,False,Colorado,2016
Chesapeake,VA,36.81904,-76.27494,2016-04-26,shot,gun,26,Male,"Black, non-Hispanic",True,attack,Not fleeing,True,Virginia,2016
Albuquerque,NM,35.08449,-106.65114,2016-04-26,shot,gun,24,Female,"White, non-Hispanic",True,attack,Car,False,New Mexico,2016
Kingsbury,TX,29.64801,-97.82806,2016-04-26,shot,gun,44,Male,"White, non-Hispanic",False,other,Other,False,Texas,2016
Atlanta,GA,33.749,-84.38798,2016-04-27,shot,machete,34,Male,Asian,False,other,Not fleeing,False,Georgia,2016
Westminster,CO,39.83665,-105.0372,2016-04-27,shot,gun,21,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Colorado,2016
Miami,FL,25.77427,-80.19366,2016-04-28,shot,knife,37,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Florida,2016
Boise,ID,43.6135,-116.20345,2016-04-28,shot,gun,53,Male,"White, non-Hispanic",True,attack,Not fleeing,True,Idaho,2016
Spokane,WA,47.65966,-117.42908,2016-04-28,shot and Tasered,knife,45,Male,"White, non-Hispanic",True,other,Not fleeing,True,Washington,2016
Houston,TX,29.76328,-95.36327,2016-04-28,shot,vehicle,24,Male,"Black, non-Hispanic",False,other,Car,False,Texas,2016
Jackson,MO,37.38227,-89.66621,2016-04-29,shot,vehicle,48,Male,"White, non-Hispanic",False,attack,Car,False,Missouri,2016
Wausau,WI,44.95914,-89.63012,2016-04-30,shot,knife,42,Male,"White, non-Hispanic",False,other,Not fleeing,False,Wisconsin,2016
Spanish Fork,UT,40.11496,-111.65492,2016-04-30,shot,knife,33,Male,"White, non-Hispanic",False,other,Foot,False,Utah,2016
Florence,AZ,33.03145,-111.38734,2016-04-30,shot,vehicle,55,Male,"White, non-Hispanic",False,attack,Car,False,Arizona,2016
Los Angeles,CA,34.05223,-118.24368,2016-04-30,shot,knife,28,Male,Asian,False,other,Not fleeing,True,California,2016
Orlando,FL,28.53834,-81.37924,2016-05-01,shot,toy weapon,25,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Florida,2016
Alamo,TN,35.78479,-89.11729,2016-05-01,shot,gun,28,Male,"White, non-Hispanic",True,other,Not fleeing,False,Tennessee,2016
Greenville,SC,34.85262,-82.39401,2016-05-02,shot,gun,52,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,South Carolina,2016
Visalia,CA,36.33023,-119.29206,2016-05-03,shot,knife,59,Male,"White, non-Hispanic",False,other,Not fleeing,False,California,2016
Philadelphia,PA,39.95233,-75.16379,2016-05-04,shot,vehicle,52,Male,"White, non-Hispanic",False,other,Not fleeing,False,Pennsylvania,2016
Burien,WA,47.47038,-122.34679,2016-05-04,shot,gun,39,Male,"White, non-Hispanic",False,attack,Car,False,Washington,2016
Temecula,CA,33.49364,-117.14836,2016-05-04,shot,knife,18,Male,Unknown,False,other,Not fleeing,False,California,2016
Buffalo,MO,37.64393,-93.09241,2016-05-04,shot,undetermined,40,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Missouri,2016
Gretna,LA,29.91465,-90.05396,2016-05-05,shot,vehicle,36,Male,"White, non-Hispanic",False,attack,Car,False,Louisiana,2016
Milwaukee,WI,43.0389,-87.90647,2016-05-05,shot,gun,38,Male,"Black, non-Hispanic",False,attack,Foot,True,Wisconsin,2016
Orlando,FL,28.53834,-81.37924,2016-05-05,shot,gun,26,Female,"Black, non-Hispanic",False,attack,Not fleeing,False,Florida,2016
Lake Stevens,WA,48.0151,-122.06374,2016-05-07,shot,gun,29,Male,"White, non-Hispanic",True,other,Not fleeing,False,Washington,2016
St. Petersburg,FL,27.77086,-82.67927,2016-05-07,shot,gun,37,Male,"Black, non-Hispanic",False,attack,Other,False,Florida,2016
Presque Isle,ME,46.68115,-68.01586,2016-05-07,shot and Tasered,knife,29,Male,Other,False,other,Not fleeing,False,Maine,2016
Long Beach,CA,33.76696,-118.18923,2016-05-08,shot,toy weapon,21,Male,"Black, non-Hispanic",False,other,Not fleeing,False,California,2016
El Paso,TX,31.75872,-106.48693,2016-05-09,shot,toy weapon,33,Male,"Black, non-Hispanic",False,other,Not fleeing,False,Texas,2016
Chicago,IL,41.85003,-87.65005,2016-05-09,shot,gun,26,Male,"White, non-Hispanic",False,other,Foot,False,Illinois,2016
Hog Valley,FL,29.49442,-81.89536,2016-05-09,shot,gun,59,Male,Unknown,False,attack,Not fleeing,False,Florida,2016
Nacogdoches,TX,31.60351,-94.65549,2016-05-09,shot,gun,29,Male,"White, non-Hispanic",True,attack,Other,False,Texas,2016
Taunton,MA,41.9001,-71.08977,2016-05-10,shot,knife,28,Male,"Black, non-Hispanic",True,attack,Not fleeing,False,Massachusetts,2016
Aurora,CO,39.72943,-104.83192,2016-05-11,shot,gun,35,Male,"White, non-Hispanic",False,attack,Car,False,Colorado,2016
San Diego,CA,32.71533,-117.15726,2016-05-11,shot,vehicle,33,Male,Asian,False,other,Car,True,California,2016
Greeley,CO,40.42331,-104.70913,2016-05-11,shot,gun,24,Male,"Black, non-Hispanic",False,attack,Car,False,Colorado,2016
Boyle Heights,CA,34.0339,-118.20535,2016-05-13,shot,gun,28,Male,Hispanic,False,attack,Not fleeing,True,California,2016
Phoenix,AZ,33.44838,-112.07404,2016-05-14,shot,gun,43,Male,Native American,False,attack,Not fleeing,True,Arizona,2016
Osteen,FL,28.8461,-81.16256,2016-05-14,shot,gun,59,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Florida,2016
Stockbridge,GA,33.54428,-84.23381,2016-05-14,shot and Tasered,gun,34,Male,"White, non-Hispanic",True,other,Not fleeing,False,Georgia,2016
Riverdale,GA,33.57261,-84.41326,2016-05-16,shot,gun,23,Male,"Black, non-Hispanic",False,attack,Foot,False,Georgia,2016
Sullivan,MO,38.2081,-91.16042,2016-05-18,shot,gun,44,Male,"White, non-Hispanic",False,attack,Other,False,Missouri,2016
Phoenix,AZ,33.44838,-112.07404,2016-05-18,shot,gun,20,Male,Hispanic,False,attack,Not fleeing,False,Arizona,2016
Las Vegas,NV,36.17497,-115.13722,2016-05-19,shot,unarmed,30,Male,Hispanic,False,attack,Not fleeing,False,Nevada,2016
San Francisco,CA,37.77493,-122.41942,2016-05-19,shot,unarmed,29,Female,"Black, non-Hispanic",False,undetermined,Car,False,California,2016
Citrus Heights,CA,38.70712,-121.28106,2016-05-19,shot,knife,35,Male,Hispanic,False,other,Not fleeing,True,California,2016
Fisty,KY,37.33399,-83.10156,2016-05-19,shot,gun,36,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Kentucky,2016
Miami,FL,25.77427,-80.19366,2016-05-19,shot,gun,22,Male,"Black, non-Hispanic",False,other,Not fleeing,False,Florida,2016
Omaha,NE,41.25626,-95.94043,2016-05-20,shot,knife,31,Male,"Black, non-Hispanic",False,other,Foot,True,Nebraska,2016
Oregon City,OR,45.35734,-122.60676,2016-05-21,shot,unarmed,38,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Oregon,2016
Flagstaff,AZ,35.19807,-111.65127,2016-05-21,shot,gun,31,Male,Native American,True,attack,Not fleeing,True,Arizona,2016
Hallandale Beach,FL,25.9812,-80.14838,2016-05-22,shot,unarmed,27,Male,"Black, non-Hispanic",False,other,Car,True,Florida,2016
Oxford,MA,42.11676,-71.86479,2016-05-22,shot,gun,35,Male,Hispanic,False,attack,Not fleeing,False,Massachusetts,2016
Jacksonville,FL,30.33218,-81.65565,2016-05-22,shot,unarmed,22,Male,"Black, non-Hispanic",False,other,Car,False,Florida,2016
Boulder,CO,40.01499,-105.27055,2016-05-22,shot,gun,28,Male,"White, non-Hispanic",True,attack,Not fleeing,False,Colorado,2016
Flagstaff,AZ,35.19807,-111.65127,2016-05-23,shot,gun,26,Male,Native American,False,attack,Foot,True,Arizona,2016
Gresham,OR,45.49818,-122.43148,2016-05-24,shot,knife,22,Male,"White, non-Hispanic",False,other,Not fleeing,False,Oregon,2016
Harrisonville,MO,38.65334,-94.34884,2016-05-24,shot,Taser,57,Male,Unknown,False,other,Car,False,Missouri,2016
Albuquerque,NM,35.08449,-106.65114,2016-05-24,shot,gun,31,Male,Hispanic,False,attack,Not fleeing,False,New Mexico,2016
Oklahoma City,OK,35.46756,-97.51643,2016-05-25,shot,knife,43,Male,"White, non-Hispanic",True,other,Not fleeing,False,Oklahoma,2016
Miami Gardens,FL,25.94204,-80.2456,2016-05-25,shot,vehicle,24,Male,"Black, non-Hispanic",False,other,Car,False,Florida,2016
Lansing,IL,41.56476,-87.53893,2016-05-26,shot,gun,43,Male,"White, non-Hispanic",False,attack,Foot,False,Illinois,2016
Washington Park,IL,38.63505,-90.09289,2016-05-26,shot,undetermined,21,Male,"Black, non-Hispanic",False,undetermined,Foot,False,Illinois,2016
Solvang,CA,34.59582,-120.13765,2016-05-26,shot,gun,19,Male,Hispanic,False,attack,Car,False,California,2016
Socorro,NM,34.0584,-106.89142,2016-05-26,shot,gun,25,Male,Hispanic,False,attack,Car,False,New Mexico,2016
Indianapolis,IN,39.76838,-86.15804,2016-05-27,shot,gun,59,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Indiana,2016
Eastaboga,AL,33.60594,-86.02136,2016-05-28,shot,gun,50,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Alabama,2016
Albuquerque,NM,35.08449,-106.65114,2016-05-28,shot,gun,58,Male,"White, non-Hispanic",False,attack,Not fleeing,True,New Mexico,2016
Houston,TX,29.76328,-95.36327,2016-05-29,shot,gun,25,Male,Hispanic,True,attack,Not fleeing,False,Texas,2016
Clinton,NC,34.99795,-78.32333,2016-05-29,shot,gun,53,Male,"White, non-Hispanic",False,attack,Not fleeing,True,North Carolina,2016
Stoneville,NC,36.46653,-79.90698,2016-05-29,shot and Tasered,unarmed,38,Male,"White, non-Hispanic",False,other,Car,False,North Carolina,2016
Tualatin,OR,45.38401,-122.76399,2016-05-30,shot,gun,70,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Oregon,2016
Tucson,AZ,32.22174,-110.92648,2016-05-30,shot,gun,33,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Arizona,2016
Bend,OR,44.05817,-121.31531,2016-05-31,shot,knife,36,Male,"White, non-Hispanic",False,other,Not fleeing,False,Oregon,2016
Newnan,GA,33.38067,-84.79966,2016-06-01,shot,gun,21,Male,"Black, non-Hispanic",False,attack,Foot,True,Georgia,2016
Berea,KY,37.56869,-84.29632,2016-06-01,shot,gun,51,Male,"White, non-Hispanic",False,attack,Foot,False,Kentucky,2016
Norfolk,VA,36.84681,-76.28522,2016-06-02,shot,knife,43,Male,"Black, non-Hispanic",True,other,Not fleeing,True,Virginia,2016
Charlotte,NC,35.22709,-80.84313,2016-06-02,shot,gun,18,Male,"Black, non-Hispanic",False,other,Not fleeing,True,North Carolina,2016
Wasilla,AK,61.58139,-149.43944,2016-06-03,shot,knife,33,Male,"White, non-Hispanic",False,other,Not fleeing,False,Alaska,2016
Parker,AZ,34.15002,-114.28912,2016-06-03,shot,knife,34,Male,Native American,False,other,Not fleeing,False,Arizona,2016
Yreka,CA,41.73542,-122.63447,2016-06-04,shot,undetermined,31,Male,Unknown,False,attack,Not fleeing,False,California,2016
Eufaula,AL,31.89127,-85.14549,2016-06-04,shot,gun,35,Male,"Black, non-Hispanic",False,attack,Other,True,Alabama,2016
Muncie,IN,40.19338,-85.38636,2016-06-04,shot,knife,31,Male,"White, non-Hispanic",True,other,Not fleeing,True,Indiana,2016
Cape Coral,FL,26.56285,-81.94953,2016-06-05,shot,gun,31,Male,"White, non-Hispanic",False,other,Car,False,Florida,2016
Columbus,OH,39.96118,-82.99879,2016-06-06,shot,gun,23,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,Ohio,2016
Hilo,HI,19.72991,-155.09073,2016-06-06,shot,knife,25,Male,Other,False,other,Not fleeing,False,Hawaii,2016
Wagoner,OK,35.95954,-95.36941,2016-06-07,shot,unarmed,25,Male,"White, non-Hispanic",False,other,Car,True,Oklahoma,2016
Turlock,CA,37.49466,-120.84659,2016-06-07,shot,vehicle,21,Male,Hispanic,False,other,Not fleeing,False,California,2016
Norman,VA,38.51262,-78.065,2016-06-07,shot,gun,49,Male,"Black, non-Hispanic",False,other,Not fleeing,False,Virginia,2016
Stockbridge,GA,33.54428,-84.23381,2016-06-07,shot,gun,63,Male,"White, non-Hispanic",False,attack,Not fleeing,False,Georgia,2016
Kansas City,MO,39.09973,-94.57857,2016-06-08,shot,gun,43,Male,Hispanic,False,attack,Not fleeing,False,Missouri,2016
Birmingham,AL,33.52066,-86.80249,2016-06-09,shot,gun,34,Male,"White, non-Hispanic",False,attack,Car,False,Alabama,2016
York,PA,39.9626,-76.72774,2016-06-09,shot,gun,38,Male,"White, non-Hispanic",False,attack,Unknown,False,Pennsylvania,2016
Port Arthur,TX,29.88519,-93.94233,2016-06-09,shot,gun,52,Male,"Black, non-Hispanic",False,other,Foot,False,Texas,2016
Los Angeles,CA,34.05223,-118.24368,2016-06-10,shot,gun,31,Male,"Black, non-Hispanic",False,attack,Not fleeing,False,California,2016
Pueblo,CO,38.25445,-104.60914,2016-06-10,shot,gun,32,Male,Hispanic,False,attack,Foot,False,Colorado,2016
Yakima,WA,46.60207,-120.5059,2016-06-10,shot,gun,50,Male,Hispanic,False,attack,Not fleeing,True,Washington,2016
Tupelo,MS,34.25807,-88.70464,2016-06-11,shot,gun,27,Male,"Black, non-Hispanic",False,attack,Car,False,Mississippi,2016
Maywood,CA,33.98668,-118.18535,2016-06-11,shot,spear,31,Male,Hispanic,False,other,Not fleeing,False,California,2016
Orlando,FL,28.53834,-81.37924,2016-06-12,shot,gun,29,Male,Other,True,attack,Not fleeing,True,Florida,2016
Eagle Mountain,UT,40.31412,-112.00688,2016-06-12,shot,knife,23,Male,"White, non-Hispanic",True,other,Not fleeing,False,Utah,2016
Hiseville,KY,37.10089,-85.81247,2016-06-12,shot,gun,61,Male,"Black, non-Hispanic",False,attack,Car,False,Kentucky,2016
Schenectady,NY,42.81424,-73.93957,2016-06-13,shot,gun,33,Male,"White, non-Hispanic",False,attack,Not fleeing,False,New York,2016
Mobile,AL,30.69436,-88.04305,2016-06-13,shot,gun,18,Male,"Black, non-Hispanic",False,other,Not fleeing,False,Alabama,2016
Tiverton,RI,41.62594,-71.21338,2016-06-13,shot,gun,80,Male,Hispanic,False,attack,Car,False,Rhode Island,2016
